% interestacl94stopwords.arff

@relation interest

@attribute prevword_3 String
@attribute prevword_2 String
@attribute prevword String
@attribute nextword String
@attribute nextword_2 String
@attribute nextword_3 String
@attribute prevtag_3 String
@attribute prevtag_2 String
@attribute prevtag String
@attribute nexttag String
@attribute nexttag_2 String
@attribute nexttag_3 String
@attribute 'Class' {'interest1', 'interest2', 'interest3', 'interest4', 'interest5', 'interest6'}

@data
'offset','extent','reported','earned','foreignXexchange','holdings','VBN','NN','VBN','VBN','NN','NNS','interest6'
'Xs','policy','pushing','rates','march','1988','POS','NN','VBG','NNS','NP','AB','interest6'
'sectors','closely','influenced','rates','purchases','frequently','NNS','RB','VBN','NNS','NNS','RB','interest6'
'motors','ford','Xs','european','luxuryXcar','maker','NPS','NP','POS','JJ','NN','NN','interest1'
'NULL','companies','expressed','buying','significant','stake','NULL','NNS','VBN','VBG','JJ','NN','interest1'
'NULL','shortages','keep','pumped','nintendo','products','NULL','NNS','VBP','VBD','NP','NNS','interest1'
'NULL','NULL','average','rate','inched','8X793','NULL','NULL','JJ','NN','VBD','AB','interest6'
'companies','X','especially','declining','property','market','NNS','X','RB','VBG','NN','NN','interest5'
'new','york','franchise','X','1X9','billion','NP','NP','NN','X','AB','AB','interest5'
'kentucky','tennessee','large','biggest','market','allXnew','NP','NP','JJ','JJS','NN','NP','interest5'
'buy','metromedia','Xs','X','analysts','expect','VB','NP','POS','X','NNS','VBP','interest5'
'50','%','voting','45X67','%','equity','AB','NN','NN','AB','NN','NN','interest5'
'45X67','%','equity','new','york','city','AB','NN','NN','NP','NP','NP','interest5'
'50','%','voting','45','%','equity','AB','NN','NN','AB','NN','NN','interest5'
'45','%','equity','franchise','X','NULL','AB','NN','NN','NN','X','NULL','interest5'
'franchise','X','expressed','attaining','remainder','market','NN','X','VBN','VBG','NN','NN','interest1'
'Xs','new','york','X','NULL','NULL','POS','NP','NP','X','NULL','NULL','interest5'
'yorkXbased','metromedia','Xs','X','bellsouth','might','JJ','NP','POS','X','NP','MD','interest5'
'acquire','metromedia','Xs','X','X','ironic','VB','NP','POS','X','X','JJ','interest5'
'NULL','NULL','addition','las','vegas','real','NULL','NULL','NN','NP','NP','JJ','interest5'
'million','individuals','hold','partnerships','everything','shopping','AB','NNS','VBP','NNS','NN','NN','interest5'
'employer','numbers','payers','dividends','X','NULL','NN','NNS','NNS','NNS','X','NULL','interest6'
'doctors','X','private','exempt','funds','X','NNS','POS','JJ','JJ','NNS','X','interest3'
'68X3','million','equity','australian','operations','repayment','AB','AB','NN','JJ','NNS','NN','interest5'
'concern','possible','uXkX','rate','increase','X','NN','JJ','NP','NN','NN','X','interest6'
'issues','attracted','investor','strong','earning','prospects','NNS','VBD','NN','JJ','NN','NNS','interest1'
'fears','higher','uXkX','rates','still','prevalent','NNS','JJR','NP','NNS','RB','JJ','interest6'
'X','worry','effect','rates','federal','reserve','X','VBP','NN','NNS','NP','NP','interest6'
'attracted','considerable','investor','X','NULL','NULL','VBN','JJ','NN','X','NULL','NULL','interest1'
'group','X','indicated','investors','X','NULL','NN','X','VBN','NNS','X','NULL','interest1'
'payment','deferred','february','charge','promotion','X','NN','VBN','NP','NN','NN','X','interest6'
'leave','company','pursue','X','NULL','NULL','VB','NN','VB','X','NULL','NULL','interest3'
'crossXtrading','mark','anticipation','rate','increase','germany','NN','NN','NN','NN','NN','NP','interest6'
'X','resigned','pursue','X','NULL','NULL','X','VBD','VB','X','NULL','NULL','interest3'
'raising','11X4','%','company','anticipation','stock','VBG','AB','NN','NN','NN','NN','interest5'
'NULL','NULL','NULL','financial','group','extended','NULL','NULL','NULL','JJ','NN','VBD','interest1'
'japanese','buying','optimism','rates','may','decline','JJ','NN','NN','NNS','MD','VB','interest6'
'first','glimmers','retail','since','got','new','JJ','NNS','JJ','IN','VBD','JJ','interest1'
'may','consider','lowering','rates','new','tactic','MD','VB','VBG','NNS','JJ','NN','interest6'
'fuel','speculation','lower','rates','X','NULL','NN','NN','JJR','NNS','X','NULL','interest6'
'based','outlook','lower','rates','X','according','VBD','NN','JJR','NNS','X','VBG','interest6'
'NULL','NULL','shortXterm','rates','fell','sharply','NULL','NULL','JJ','NNS','VBD','RB','interest6'
'average','winning','net','cost','X','550','NN','VBG','JJ','NN','X','AB','interest6'
'NULL','occidental','petroleum','oil','gas','X','NULL','NP','NP','NN','NN','X','interest5'
'costs','X','lower','cost','resulting','significant','NNS','X','JJR','NN','VBG','JJ','interest6'
'NULL','nominations','indications','specific','areas','would','NULL','NNS','NNS','NN','NNS','MD','interest1'
'received','areas','generated','X','NULL','NULL','VBN','NNS','VBD','X','NULL','NULL','interest1'
'NULL','NULL','NULL','area','expected','renewed','NULL','NULL','NULL','NN','VBN','VBN','interest1'
'competition','Xs','happening','rates','general','carefully','NN','VBZ','VBG','NNS','JJ','RB','interest6'
'X','production','coX','five','offshore','oil','CC','NP','NP','AB','JJ','NN','interest5'
'resulting','losses','caused','payments','debt','issued','VBG','NNS','VBN','NNS','NN','VBN','interest6'
'exclusion','given','banks','loans','used','acquire','NN','VBN','NNS','NNS','VBN','VB','interest6'
'X','postpone','cash','payments','X','NULL','X','VBP','NN','NNS','X','NULL','interest6'
'plans','sell','cellular','southeast','X','1X3','VBZ','VB','JJ','NP','X','AB','interest5'
'mrX','bush','Xs','cw','ban','prevented','NP','NP','POS','NP','NN','VBD','interest1'
'X','uXsX','national','headed','possibly','fatal','X','NP','JJ','VBN','RB','JJ','interest4'
'50','%','insurance','cieX','de','navigation','AB','NN','NN','NP','NP','NP','interest5'
'raiders','end','speculative','led','flurries','Xinterest','NNS','VB','JJ','VBN','NNS','NN','interest1'
'Xinterest','led','flurries','stock','past','year','NN','VBN','NNS','NN','JJ','NN','interest1'
'Xs','muchXcoveted','insurance','hands','powerful','ally','POS','JJ','NN','NNS','JJ','NN','interest5'
'transfer','existing','french','new','holding','company','VB','VBG','JJ','JJ','VBG','NN','interest5'
'%','fixed','rate','X','put','loans','NN','VBN','NN','X','VB','NNS','interest6'
'NULL','said','domestic','rates','dropped','20','NULL','VBD','JJ','NNS','VBN','AB','interest6'
'NULL','NULL','uXsX','lies','continuing','competition','NULL','NULL','NP','VBZ','VBG','NN','interest4'
'amerigas','Xs','industrialXgas','using','proceeds','mainly','NP','POS','JJ','VBG','NNS','RB','interest5'
'NULL','NULL','annualized','rates','certain','investments','NULL','NULL','VBN','NNS','JJ','NNS','interest6'
'losses','generated','heavy','payments','depreciation','X','NNS','VBN','JJ','NNS','NN','X','interest6'
'X','rothschild','sold','general','partner','mrX','X','NP','VBD','JJ','NN','NP','interest5'
'%','planning','raise','10','%','X','NN','VBG','VB','AB','NN','X','interest5'
'technology','corpX','signals','handicapped','workers','every','NP','NP','VBZ','JJ','NNS','DT','interest1'
'seems','given','pushing','rates','X','trying','VBZ','VBN','VBG','NNS','X','VBG','interest6'
'mrX','sperandeo','expects','rates','rise','X','NP','NP','VBZ','NNS','VB','X','interest6'
'X','148','million','several','oil','gas','X','AB','AB','JJ','NN','NN','interest5'
'15X7','%','working','hartzog','draw','property','AB','NN','VBG','NP','NP','NN','interest5'
'purchase','give','company','2X100','oil','gas','NN','VB','NN','AB','NN','NN','interest5'
'X','6X5','million','payments','due','shortly','X','AB','AB','NNS','JJ','RB','interest6'
'X','british','thread','could','antiXcompetitive','X','POS','JJ','NN','MD','JJ','X','interest5'
'profit','tax','minority','X','rose','4','NN','NN','NN','X','VBD','AB','interest5'
'tax','X','minority','extraordinary','items','X','NN','X','NN','JJ','NNS','X','interest5'
'X','par','plus','accrued','redemption','date','X','NN','CC','VBN','NN','NN','interest6'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'paying','huge','amounts','dollar','Xs','recent','VBG','JJ','NNS','NN','POS','JJ','interest6'
'economy','slows','X','rates','fall','X','NN','VBZ','X','NNS','VB','X','interest6'
'profit','payments','minority','rose','1X475','billion','NN','NNS','NN','VBD','AB','AB','interest5'
'calls','payment','base','plus','participation','revenue','VBZ','NN','JJ','CC','NN','NN','interest6'
'transaction','accounted','pooling','subject','approval','boards','NN','VBN','NN','JJ','NN','NNS','interest5'
'money','supply','reduces','rates','X','NULL','NN','NN','VBZ','NNS','X','NULL','interest6'
'german','bundesbank','raise','rates','week','X','JJ','NP','VB','NNS','NN','X','interest6'
'NULL','NULL','higher','rates','abroad','make','NULL','NULL','JJR','NNS','RB','VBP','interest6'
'fed','cut','uXsX','rates','part','international','NP','VB','NP','NNS','NN','JJ','interest6'
'multiples','high','X','rates','risen','X','NNS','JJ','X','NNS','VBN','X','interest6'
'said','seeking','postpone','payments','nXt','received','VBD','VBG','VB','NNS','RB','VBN','interest6'
'democratic','colleagues','expressed','lower','capitalXgains','tax','JJ','NNS','VBN','JJR','NNS','NN','interest1'
'stock','instead','paying','X','60','million','NN','RB','VBG','X','AB','AB','interest6'
'50','%','insurance','france','Xs','navigation','AB','NN','NN','NP','POS','NP','interest5'
'continued','fears','higher','rates','coming','X','JJ','NNS','JJR','NNS','VBG','X','interest6'
'pressured','concerns','uXkX','rates','may','rise','VBN','NNS','NP','NNS','MD','VB','interest6'
'thursday','meeting','damping','stock','trading','X','NP','NN','VBG','NN','NN','X','interest1'
'NULL','NULL','NULL','rates','moved','higher','NULL','NULL','NULL','NNS','VBD','RBR','interest6'
'increase','west','german','rates','X','NULL','NN','JJ','JJ','NNS','X','NULL','interest6'
'pay','back','taxes','claimed','favorable','capitalXgains','VB','JJ','NNS','VBN','JJ','NNS','interest6'
'fourXyear','break','cash','payments','X','NULL','JJ','NN','NN','NNS','X','NULL','interest6'
'holders','20','%','call','meeting','X','NNS','AB','NN','VB','NN','X','interest5'
'uXsX','dealers','lost','franchise','X','NULL','NP','NNS','VBN','NN','X','NULL','interest1'
'tightly','focused','likelihood','rate','increase','germany','RB','VBN','NN','NN','NN','NP','interest6'
'NULL','NULL','without','rate','increase','west','NULL','NULL','IN','NN','NN','NP','interest6'
'allowing','additional','gains','rates','would','reduce','VBG','JJ','NNS','NNS','MD','VB','interest6'
'82','%','working','acreage','X','well','AB','NN','JJ','NN','X','RB','interest5'
'remaining','60','%','aluminum','X','energy','VBG','AB','NN','NN','X','NN','interest5'
'seek','acquire','controlling','harleyXdavidson','seek','representation','VB','VB','VBG','NP','VB','NN','interest5'
'X','explaining','soviet','keen','works','X','X','VBG','JJ','JJ','NNS','X','interest1'
'triumvirate','operating','best','adoptee','X','NULL','NN','VBG','JJS','NN','X','NULL','interest4'
'NULL','netherlandsXbased','hcs','software','hardware','development','NULL','JJ','NP','NN','NN','NN','interest5'
'cut','either','principal','payments','X','NULL','NN','DT','NN','NNS','X','NULL','interest6'
'NULL','nXt','paid','mediumXterm','longXterm','bank','NULL','RB','VBD','JJ','JJ','NN','interest6'
'banks','X','security','assets','extent','permitted','NNS','X','NN','NNS','NN','VBN','interest5'
'NULL','children','paying','excess','debt','time','NULL','NNS','VBG','JJ','NN','NN','interest6'
'limit','value','mortgage','deduction','15','%','VB','NN','NN','NN','AB','NN','interest6'
'coX','cir','raised','olivetti','41','%','NP','NP','VBD','NP','AB','NN','interest5'
'dissuade','recent','unwelcome','stock','X','NULL','VB','JJ','JJ','NN','X','NULL','interest1'
'anticipated','settlement','tax','obligations','resulting','prior','JJ','NN','NN','NNS','VBG','JJ','interest6'
'company','deferred','recognition','income','earned','funds','NN','VBN','NN','NN','VBN','NNS','interest6'
'mrX','malato','accrued','end','suspension','X','NP','NP','JJ','VB','NN','X','interest6'
'money','consumers','X','taxes','totals','amount','NN','NNS','X','NNS','VBZ','NN','interest6'
'X','X','best','shareowners','X','customers','X','X','JJS','NNS','X','NNS','interest4'
'NULL','dexter','reduced','grafil','1987','20','NULL','NP','VBD','NP','AB','AB','interest5'
'size','doughnut','rate','X','NULL','NULL','NN','NN','NN','X','NULL','NULL','interest6'
'companies','X','equity','calabasas','X','califXbased','NNS','POS','NN','NP','X','JJ','interest5'
'second','half','high','rates','crimp','credit','JJ','NN','JJ','NNS','VB','NN','interest6'
'customXtailored','protection','swings','rates','certain','levels','JJ','NN','NNS','NNS','JJ','NNS','interest6'
'provide','enough','information','potential','foreign','investors','VB','JJ','NN','JJ','JJ','NNS','interest2'
'NULL','NULL','lack','latest','bad','news','NULL','NULL','NN','JJS','JJ','NN','interest1'
'X','inflationXadjusted','X','rates','X','NULL','X','JJ','X','NNS','X','NULL','interest6'
'week','raised','overnight','rate','government','bonds','NN','VBD','JJ','NN','NN','NNS','interest6'
'X','energy','engineering','X','said','takeover','X','NN','NN','X','VBD','NN','interest5'
'declined','allowed','domestic','rates','fall','sharply','VBD','VBN','JJ','NNS','VB','RB','interest6'
'NULL','NULL','pushing','rates','march','1988','NULL','NULL','VBG','NNS','NP','AB','interest6'
'category','X','X','X','coverage','thin','NN','X','X','X','NN','JJ','interest6'
'unlikely','cause','change','rate','policy','X','JJ','VB','NN','NN','NN','X','interest6'
'maintain','holding','pattern','rates','meeting','begins','VB','VBG','NN','NNS','NN','VBZ','interest6'
'debt','X','carries','rate','14','%','NN','X','VBZ','NN','AB','NN','interest6'
'would','increase','debt','expense','X','rating','MD','VB','NN','NN','X','NN','interest6'
'despite','big','drop','rates','dow','jones','IN','JJ','NN','NNS','NP','NP','interest6'
'NULL','NULL','NULL','rates','declined','X','NULL','NULL','NULL','NNS','VBD','X','interest6'
'one','percentageXpoint','drop','rates','year','helped','AB','JJ','NN','NNS','NN','VBD','interest6'
'investors','X','shown','uXsX','stocks','lately','NNS','X','VBN','NP','NNS','RB','interest1'
'5','5','reaffirmed','acquiring','cooper','life','AB','AB','VBD','VBG','NP','NP','interest1'
'much','country','much','health','care','world','RB','NN','RB','NN','NN','NN','interest4'
'anxious','end','fight','funds','attached','underlying','JJ','VB','NN','NNS','VBN','VBG','interest1'
'melange','tobacco','insurance','X','NULL','NULL','NN','NN','NN','X','NULL','NULL','interest5'
'NULL','NULL','NULL','rates','fell','percentage','NULL','NULL','NULL','NNS','VBD','NN','interest6'
'NULL','NULL','net','margin','X','difference','NULL','NULL','JJ','NN','X','NN','interest6'
'X','vaX','X','defense','work','X','X','NP','X','NN','NN','X','interest5'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'holds','60','%','kendall','gold','mine','VBZ','AB','NN','NP','NN','NN','interest5'
'committee','manipulates','shortXterm','rates','X','NULL','NN','VBZ','JJ','NNS','X','NULL','interest6'
'NULL','NULL','traces','reforming','fed','complaints','NULL','NULL','VBZ','VBG','NP','NNS','interest1'
'prices','moderate','longXterm','rates','X','NULL','NNS','JJ','JJ','NNS','X','NULL','interest6'
'might','raise','shortXterm','rates','yank','inflation','MD','VB','JJ','NNS','VB','NN','interest6'
'almost','immediate','drop','rates','financial','markets','RB','JJ','NN','NNS','JJ','NNS','interest6'
'NULL','X','raising','rates','high','enough','NULL','X','VBG','NNS','JJ','RB','interest6'
'easy','money','low','rates','X','means','JJ','NN','JJ','NNS','X','VBZ','interest6'
'decline','prices','shortXterm','rate','futures','X','NN','NNS','JJ','NN','NNS','X','interest6'
'could','portend','rise','rates','X','X','MD','VB','NN','NNS','X','X','interest6'
'NULL','NULL','higher','rates','hurt','precious','NULL','NULL','JJR','NNS','VBP','JJ','interest6'
'price','changes','plus','payments','X','NULL','NN','NNS','CC','NNS','X','NULL','interest6'
'NULL','NULL','lowering','rates','enough','keep','NULL','NULL','VBG','NNS','RB','VB','interest6'
'market','soared','speculation','rates','would','continue','NN','VBD','NN','NNS','MD','VB','interest6'
'suddenly','picks','strength','rates','rise','X','RB','VBZ','NN','NNS','VBP','X','interest6'
'bank','X','expects','rate','federal','funds','NP','X','VBZ','NN','JJ','NNS','interest6'
'happens','X','real','rates','X','rates','VBZ','X','JJ','NNS','X','NNS','interest6'
